iso3,name,population,median_age_approx,under_20_share,age_20_64_share,age_65_plus_share,age_80_plus_share,age_100_plus_share,age_120_plus_share,age_150_plus_share
GBR,United Kingdom,51244286.70975328,53.07768017795327,0.18190402196248848,0.4364674015511029,0.3816285764864085,0.2354743968320477,0.07514288775703494,0.010986748632445701,0.0004171507846321516
GEO,Georgia,1880094.4172981048,50.21930838220642,0.19290600222433096,0.46074193062956637,0.3463520671461027,0.19717604685160497,0.04809863215920627,0.0038342459275102284,5.294623369531806e-05
GGY,Guernsey,35540.86868217847,54.38954231453111,0.17727797027554015,0.42584811673545286,0.3968739129890069,0.25273749941690915,0.08942953492630688,0.016363408926303395,0.0009056981467794815
GHA,Ghana,51753404.85751963,46.136469811718435,0.21074834228147502,0.49844881641882866,0.2908028412996963,0.14155709144566347,0.020096291686957993,0.00042983423419325103,6.406284240784455e-07
GIB,Gibraltar,34906.57950406915,55.42516829528132,0.17376907064700814,0.41774168792660427,0.40848924142638765,0.26608062234732854,0.10117415786520889,0.02151665270552811,0.0015203528322525269
GIN,Guinea,23427901.928105023,43.276952890067776,0.22504369744277192,0.5265767410052297,0.2483795615519984,0.10395744010183348,0.008694713046733901,4.7142238220373105e-05,6.401464958822177e-09
GLP,Guadeloupe,170010.1755376533,54.07073370448241,0.17841518248389676,0.42830706098115173,0.3932777565349514,0.24873404353616171,0.0861897399494737,0.01511698654079578,0.0007772962927035878
GMB,Gambia,4126893.2537038703,45.846646943164096,0.2120938260850023,0.5013692456828717,0.28653692823212595,0.13747934166059175,0.018513013824904435,0.0003450965639986225,4.041613447135758e-07
GNB,Guinea-Bissau,3464798.9410918243,44.607868777235,0.21820493639754396,0.5132754760167598,0.26851958758569633,0.12127414084418447,0.013267082161061778,0.00014633055583370178,6.982142383933919e-08
GNQ,Equatorial Guinea,3865865.4123163284,45.26515407434181,0.2149301981797331,0.5069197458560707,0.2781500559641961,0.12984775362973036,0.015916240178294454,0.00023427235284061718,1.8339829713556842e-07
GRC,Greece,3834833.3584289616,53.76043962322563,0.17947648709545994,0.4308649979337783,0.38965851497076176,0.24456143956445733,0.08255762482515318,0.013662259695883085,0.0006422179104695904
GRD,Grenada,41788.41984796202,51.083943717945616,0.18942714674246516,0.45328713384262564,0.3572857194149092,0.20874145828415452,0.055526860485466456,0.0053968294529192495,0.00010397930496585041
GRL,Greenland,23728.703086656828,47.2200619294904,0.2057012046865785,0.4882302430714514,0.30606855224197016,0.1560847656692407,0.0259998901048438,0.0008247015494349784,2.3966447190840106e-06
GTM,Guatemala,17264308.03813568,48.882931843236975,0.19837859693155088,0.47289876798653874,0.32872263508191024,0.1786502829402221,0.037063607424198355,0.0020050029805297794,1.4384257159777396e-05
GUF,French Guiana,674122.569280707,52.40057587875671,0.18439643553658056,0.4420731321659628,0.37353043229745664,0.22647132757583463,0.06820175785733405,0.008762894985465473,0.0002642673885485636
GUM,Guam,152396.4035363318,53.191799714744896,0.18151986939799303,0.43545219874057745,0.3830279318614296,0.2371258960005798,0.07655707406375742,0.011489800966378463,0.0004526634755267034
GUY,Guyana,614581.1649572344,48.26649890409794,0.20108705079375633,0.47835196553190645,0.3205609836743373,0.1705374946441747,0.032974266813430284,0.0015131321182614281,8.252347365363912e-06
HKG,"China, Hong Kong SAR",590590.8395290683,55.40235804338731,0.17385308543374647,0.4178939977109725,0.40825291685528103,0.2658677981054255,0.10115366362684088,0.02174705648574162,0.0016741001074161938
HND,Honduras,11998066.881014317,49.88692562142892,0.19420827397327034,0.4638408139289093,0.3419509120978204,0.19238961246782943,0.0449795300826191,0.0032334929267731,3.734721986619805e-05
HRV,Croatia,1237747.8052508254,51.865944472459354,0.18641910926698263,0.4465504057783347,0.36703048495468266,0.21936157456911004,0.06299867805942225,0.0072914429526594465,0.0001882007043637526
HTI,Haiti,10280549.605142143,44.46004653205176,0.21897622161608965,0.5146224861308127,0.2664012922530976,0.11948410760601852,0.012791997840606277,0.0001341955922399714,5.929649415852985e-08
HUN,Hungary,5002906.834604407,51.92776031443267,0.1861847694960667,0.4460241520028973,0.367791078501036,0.22019802234096353,0.06360345448851545,0.007454709514076309,0.00019589399849861432
IDN,Indonesia,193142832.9080835,48.53479655977323,0.19987844127283166,0.47603952005846634,0.324082038668702,0.17395895401994152,0.034589147047101,0.001689180242420635,1.0189421095014293e-05
IMN,Isle of Man,35901.48325089182,53.87692710909049,0.17904870383140073,0.4299713156769834,0.3909799804916158,0.24599870926293937,0.08368432479099229,0.014069638840339701,0.0006780746209016032
IND,India,964631240.9637368,50.4274450941247,0.19200458224283343,0.45909388173758364,0.348901536019583,0.19969733828378944,0.04948785685922838,0.004078848146373534,5.9586968593402046e-05
IRL,Ireland,3540261.419880756,53.331562012884824,0.1809952174146734,0.4343694623684938,0.3846353202168329,0.23886547187657048,0.07787154583360303,0.011932366277750735,0.0004895388618938055
IRN,Iran (Islamic Republic of),48721284.53698328,52.42600094260595,0.1842842819268968,0.441907488747231,0.3738082293258722,0.22673966731322695,0.06835711391385922,0.008817570196494068,0.00027319303147919124
IRQ,Iraq,76260223.76102223,48.01264631353729,0.20214209886797907,0.4808810679354312,0.3169768331965898,0.16678870895523945,0.030939357400559413,0.0012761660877998958,5.777117876296136e-06
ISL,Iceland,218214.3160800004,53.154740274699776,0.1816216216997898,0.4358366540456361,0.3825417242545741,0.2365040854610527,0.07596021831822296,0.011276519055391615,0.00044347119453754696
ISR,Israel,17241380.88958325,54.78576856070376,0.17591042439131202,0.4227543062682179,0.40133526934047004,0.25779926653223534,0.09372043998692153,0.01809874455913437,0.001072520967622308
ITA,Italy,21251992.78576888,53.78891016791718,0.1793748941146619,0.43064003136051676,0.3899850745248213,0.24492320234850626,0.0828584032716462,0.013777200195183631,0.0006530811636148716
JAM,Jamaica,519677.59472929576,47.66727083054536,0.20369608205885886,0.4840178273882639,0.3122860905528772,0.16219893930010784,0.028807298033371075,0.001070646440855069,4.083876337448967e-06
JEY,Jersey,69505.1201810075,53.22184008312894,0.18138242056982246,0.43528556145300035,0.38333201797717725,0.23738080757316654,0.0766588278654431,0.011506372258629344,0.0004570387216120275
JOR,Jordan,16460488.544038393,52.445540076516366,0.18421564428463424,0.4417336325987505,0.37405072311661525,0.22701474785407685,0.06856938702514165,0.008873093576864102,0.00027360666878892726
JPN,Japan,50303380.866834074,55.65678110400788,0.1730103431281114,0.4159365532585234,0.4110531036133652,0.26908156682413725,0.10399468948686455,0.022937299662800947,0.001742866747396858
KAZ,Kazakhstan,26287509.640316423,50.52888902687868,0.19164617251163862,0.4580557149877151,0.3502981125006463,0.20132003761791,0.050677810792017365,0.004337191040884915,6.681082730537418e-05
KEN,Kenya,76688385.16214125,44.95144175345651,0.21649446584644377,0.5099046018280693,0.2736009323254869,0.12579798043959842,0.014652827526868781,0.00019007115034267854,1.2026316415225895e-07
KGZ,Kyrgyzstan,8568427.676960696,48.7576273007225,0.1989523061784328,0.4739058274966224,0.3271418663249448,0.17715264241022702,0.03636742789780116,0.0019224482387886085,1.3238022886025575e-05
KHM,Cambodia,15873310.405897254,48.1585028782065,0.2015180969048848,0.4794817540420362,0.31900014905307905,0.1688539237885394,0.03200135582829762,0.0013919980257547043,6.893229455276837e-06
KIR,Kiribati,161190.39690696934,44.45816604893593,0.21894969075234344,0.5147802221831832,0.26627008706447325,0.11927264427964668,0.012664669216912254,0.00012901258637898423,5.3459389269444235e-08
KNA,Saint Kitts and Nevis,17751.013639815246,48.712922843866345,0.19914509449728365,0.4743135055262562,0.3265413999764602,0.17654228675902509,0.036051972097448794,0.0018832222195308385,1.2766025307642666e-05
KOR,Republic of Korea,11206780.387880748,54.42637790860371,0.1771765160826948,0.42549812091636513,0.39732536300094,0.2533335490926415,0.09009385558203717,0.01673259033896832,0.0009680167748641456
KWT,Kuwait,8656519.612309624,55.193421154692786,0.17450943763893442,0.41961603203722087,0.40587453032384463,0.26299599856070416,0.09843603186005774,0.02039031161677267,0.0014239146314259403
LAO,Lao People's Democratic Republic,5901133.862661302,47.643899955989696,0.20378122362584924,0.4842977550998729,0.31192102127427795,0.1617859641283259,0.02856141275208649,0.001044119738371823,3.8608016074106746e-06
LBN,Lebanon,4845601.583682556,51.46489954391118,0.18792990678063506,0.45004313567943677,0.36202695753992825,0.21383019044965595,0.05897135478524107,0.006218454892322345,0.00013673187502732893
LBR,Liberia,9264513.756303962,43.2515253782054,0.22518472799257636,0.5268051585035576,0.24801011350386604,0.10366685342625782,0.00863589876183892,4.637218570127381e-05,6.1967898045820785e-09
LBY,Libya,6650853.315545513,51.02099075402004,0.18965540741239487,0.4538816909605535,0.35646290162705163,0.20780835998171174,0.0548263620461064,0.0052235333049673646,9.70750468597229e-05
LCA,Saint Lucia,60371.28724611358,48.970332256618434,0.1980382223896032,0.4720103602689057,0.32995141734149114,0.17999231557770953,0.037888099030056105,0.0021263196766411543,1.626145200631253e-05
LIE,Liechtenstein,29962.319748860173,55.590630249314565,0.17319905306622163,0.4165020146079956,0.41029893232578285,0.2681359532359158,0.1029007245881791,0.0222735020644087,0.0016269478405725743
LKA,Sri Lanka,13669714.704957899,52.1692561826183,0.1852689458789931,0.4439970247499026,0.37073402937110433,0.22341213871123,0.06595238141861506,0.008116931454907047,0.00023097193347197556
LSO,Lesotho,2261414.423863668,44.497782008915074,0.2187797334188325,0.5142750742173128,0.2669451923638547,0.11994538455361411,0.012914757353077878,0.0001372969298470078,6.193133357083242e-08
LTU,Lithuania,613362.004049857,50.96538978237739,0.18993364800407384,0.45419367158984625,0.3558726804060799,0.20734891209561096,0.054744366621587916,0.0052492377937720484,9.971946973549701e-05
LUX,Luxembourg,501291.61687773414,53.591396219712166,0.18005547131069388,0.43228235540986454,0.3876621732794416,0.24224339793206173,0.08057446774768359,0.012900536344414763,0.0005720310026357886
LVA,Latvia,509054.7938247723,50.995327610744575,0.18980850419699263,0.4539565744149846,0.35623492138802265,0.20771387182764614,0.05495393251334299,0.0052876579629618,0.00010058328927218479
MAC,"China, Macao SAR",154524.890981906,54.02876356225343,0.17853163749296472,0.4287213666945606,0.39274699581247463,0.24804658945055574,0.08547514238312312,0.014814928585322625,0.0007654116580965817
MAF,Saint Martin (French part),15202.931574990462,53.89685350029838,0.17900826125214336,0.429739975809452,0.39125176293840463,0.24638889584807272,0.08412026042179797,0.014260537463622857,0.000688520194013004
MAR,Morocco,24319378.974523183,50.550620844008165,0.19151111261075499,0.45801067258154676,0.3504782148076982,0.20137615319851307,0.05056505381924648,0.004297440320874714,6.607556623507324e-05
MCO,Monaco,40924.04977492831,57.12395274434514,0.16824281321930204,0.40498983739008454,0.42676734939061334,0.28730319559566164,0.1208975280163549,0.031488436210641714,0.0030693027355928643
MDA,Republic of Moldova,894655.6538637407,48.26508591730071,0.20110112601144284,0.4783389191768316,0.3205599548117255,0.1705657968661716,0.03300649348427038,0.0015183814522702279,8.353173832440846e-06
MDG,Madagascar,67245656.60569477,44.575347245453045,0.21835122318762779,0.5136614562501326,0.2679873205622397,0.120758372751311,0.013085833701835246,0.000140418597385402,6.355841566702609e-08
MDV,Maldives,347893.43962120975,53.83060768688954,0.17920328023875304,0.4303684348975313,0.39042828486371567,0.2453408128136674,0.08308769214882497,0.013812866682084488,0.0006459233829780807
MEX,Mexico,83426753.49861519,51.29466887377625,0.1885965550843201,0.4514896643648961,0.3599137805507838,0.21155561495950206,0.05741980960996668,0.00584055340498817,0.00012098425794949396
MHL,Marshall Islands,15580.937602114605,44.874109182475024,0.216883667274547,0.5106311328582126,0.27248519986724046,0.12482171224431328,0.014353957317733663,0.00018015598084524765,1.0791293614977834e-07
MKD,North Macedonia,452076.24916391907,50.921794560025006,0.19004492601309908,0.45474573692414066,0.3552093370627602,0.20646389148732994,0.053923324592743065,0.0050217853009642275,9.059574880869196e-05
MLI,Mali,62183798.46424531,43.19736311884179,0.225462167495136,0.527388252491206,0.24714958001365794,0.10293010026456269,0.008457758441714161,4.371687378538059e-05,5.447476003167281e-09
MLT,Malta,200371.49026285228,54.835065351361614,0.17574561314417686,0.42235967664156915,0.40189471021425405,0.2584757107828131,0.09439631982838041,0.018499367124683676,0.0011659947075438539
MMR,Myanmar,31371432.921525694,46.39504620024255,0.20952727437617516,0.49598123381340875,0.29449149181041606,0.14502851660044833,0.021428275444758883,0.0005059249263994223,8.931046207054277e-07
MNE,Montenegro,187736.5497725084,51.49708831445664,0.18782831636086594,0.44970334199973,0.36246834163940406,0.21437820875962382,0.05943120958767769,0.00634714712151603,0.00014289079386629563
MNG,Mongolia,4244943.601373342,50.899333957782105,0.1901777770624182,0.45481436663465397,0.3550078563029279,0.20636402486789032,0.05401175954103458,0.00506143915329687,9.091461144491609e-05
MNP,Northern Mariana Islands,27120.720377012884,52.31723703684233,0.1846948279770273,0.44279323056129877,0.372511941461674,0.22534101169926748,0.06728222742348085,0.008481037627032163,0.00025225044566967264
MOZ,Mozambique,81599012.83677538,44.013980929769936,0.22125166498157334,0.5190156413636513,0.25973269365477525,0.11369460978837855,0.011185102740868086,9.423146127549886e-05,2.8391163367856263e-08
MRT,Mauritania,15045257.721935777,48.425553548443325,0.20035261617807779,0.4770334637909301,0.3226139200309922,0.17247559997362324,0.033830522795842415,0.0015993071251327363,9.072966557541936e-06
MSR,Montserrat,1717.415491319287,51.09171876343304,0.18938141782509746,0.45326551811116284,0.3573530640637397,0.20877313281094642,0.05550707252792569,0.005387824836671474,0.00010370412482581885
MTQ,Martinique,145734.39717660498,54.17824118763,0.17802875786170455,0.4274799749323211,0.39449126720597444,0.2500751447361729,0.08725994277655669,0.015515894271785563,0.0008148853646070249
MUS,Mauritius,298801.1804712753,51.150866800246995,0.18916558644609058,0.45270839209417774,0.3581260214597317,0.2096483222736803,0.05614805530176272,0.005544620783008136,0.00011007729765078185
MWI,Malawi,47829592.41693863,47.00755491173675,0.20668877064264843,0.4901693822715993,0.30314184708575237,0.1532944927946077,0.024839549653464372,0.0007382710815634705,1.921848960279443e-06
MYS,Malaysia,29948807.317263514,52.31135517203268,0.18472311216119952,0.44283869079545685,0.3724381970433436,0.22525664371277362,0.06727397276626257,0.008494004531684871,0.0002529631704872056
MYT,Mayotte,1351257.7816613636,52.473390154607856,0.18411020582073861,0.4415046110805701,0.37438518309869123,0.227371440208805,0.06882420707917195,0.008936644846307322,0.00027272393859242535
