year,iso3,country_name,original_rate,new_rate,rate_change_percentage_points,new_fallback_used,new_source_years,alpha_effective,value_added_baseline,value_added_new,value_added_absolute_change,value_added_relative_change,value_added_share_baseline,value_added_share_new,value_added_share_change_pp,capital_baseline,capital_new,capital_absolute_change,capital_relative_change,capital_share_baseline,capital_share_new,capital_share_change_pp,investment_baseline,investment_new,investment_absolute_change,investment_relative_change,investment_share_baseline,investment_share_new,investment_share_change_pp
2190,BRN,Brunei Darussalam,0.26232478276458365,0.269145227116463,0.682044435187934,False,2025,0.464970886707306,70616723526.48248,72122277990.6358,1505554464.1533203,0.021320083812564762,0.00012863359848756527,0.00014017552325811363,0.0011541924770548362,422520561695.14526,442057174762.63336,19536613067.4881,0.046238254036933824,0.00013120809661455604,0.0001538861730071284,0.002267807639257235,18524516658.63118,19411366889.946354,886850231.3151741,0.047874405991692175,0.00012170546926416804,0.0001394930000689202,0.0017787530804752173
2190,CAN,Canada,0.22563870167462657,0.229023282199746,0.33845805251194183,False,2025,0.340698301792145,5459297224326.63,5503514101337.002,44216877010.37207,0.008099371621193596,0.00994451472836963,0.01069652804107887,0.07520133127092397,33146155020039.34,33877156371409.074,731001351369.7344,0.022053880787312713,0.010293094122619934,0.011793103344967736,0.15000092223478018,1231828737752.9534,1260432863120.7856,28604125367.832275,0.023220862195511557,0.008093074564051212,0.009057660001946568,0.09645854378953558
2190,CHE,Switzerland,0.25652365379916414,0.259966201233149,0.3442547433984866,False,2025,0.346538305282593,1433249091739.041,1444754558081.5361,11505466342.495117,0.008027541345611386,0.0026107695032082275,0.0028079981914176182,0.019722868820939078,6956755338884.168,7099162965903.843,142407627019.6748,0.02047040898846909,0.0021603271163090246,0.0024713161164355846,0.031098900012656,367662293817.2322,375587354178.7339,7925060361.501709,0.021555270950469888,0.0024155292591085125,0.0026990271792490176,0.02834979201405052
2190,CHL,Chile,0.23523347349707513,0.240869667522065,0.5636194024989882,False,2025,0.559776395559311,300995726073.1191,306735302649.23914,5739576576.120056,0.019068631475271432,0.0005482860353842784,0.0005961650511950767,0.004787901581079822,1933607546531.4224,1990776125308.8987,57168578777.47632,0.02956576109770954,0.0006004559038785463,0.0006930165072023656,0.009256060332381928,70804270151.95395,73883230366.40222,3078960214.4482727,0.043485515885418734,0.0004651817417722159,0.0005309359983263432,0.006575425655412729
2190,CHN,China,0.3797604946107143,0.396519325237885,1.6758830627170707,False,2024,0.43881940841674805,91959089728218.03,95190766147790.55,3231676419572.5156,0.035142544680722976,0.16751030116747767,0.1850110094392713,1.750070827179362,740153388255700.1,797970891200858.8,57817502945158.625,0.07811556883015236,0.22984471308620988,0.27778462522166864,4.793991213545875,34922429399139.137,37744978361799.22,2822548962660.082,0.0808233851774831,0.22943922026093325,0.27124108771293237,4.180186745199912
2190,CIV,Côte d'Ivoire,0.18874231759330037,0.200444341284085,1.170202369078463,False,2025,0.6,2782414121947.7627,3007710412904.2,225296290956.4375,0.08097151648968925,0.005068373653084271,0.005845730233208438,0.07773565801241673,8189051236121.105,9369969128576.043,1180917892454.9375,0.14420692439266028,0.0025430000884685304,0.003261814925107258,0.07188148366387279,525159289880.7486,602878532487.8657,77719242607.11713,0.14799175051205007,0.0034502793779288042,0.004332375749254244,0.08820963713254398
2190,CMR,Cameroon,0.1871666712749274,0.193425524762361,0.6258853487433602,False,2025,0.35640287399292003,898537515669.5997,915257458033.8217,16719942364.221924,0.018607951334966847,0.001636752715853666,0.0017788774380149178,0.014212472216125179,3319366528620.3647,3491922359832.1304,172555831211.76562,0.051984566851520725,0.0010307847798909817,0.0012155861256660451,0.018480134577506337,168176275823.52188,177034154112.85654,8857878289.334656,0.05267020122760831,0.0011049126379589066,0.001272194040320577,0.016728140236167047
2190,COD,Democratic Republic of the Congo,0.2718604039937121,0.287902886433381,1.6042482439668937,False,2025,0.464970886707306,4882897430155.652,5111459291161.093,228561861005.44043,0.046808654958405416,0.008894559760352751,0.009934537575810927,0.1039977815458176,26463811961230.4,29269489947093.992,2805677985863.5938,0.10601941965027277,0.008217982061435989,0.010189111388696421,0.19711293272604324,1327466468021.974,1471603883812.0024,144137415790.02832,0.10858083368750099,0.008721411327500737,0.0105751666963922,0.1853755368891463
2190,COL,Colombia,0.15643753053822665,0.160101297503432,0.3663766965205345,False,2025,0.522350490093231,928992772717.0669,952438236254.8044,23445463537.73755,0.025237509081115397,0.0016922292249756212,0.0018511413096988772,0.015891208472325596,3685447804244.2124,3855763299687.038,170315495442.82568,0.046212971798620515,0.0011444664127756084,0.001342244153211131,0.019777774043552267,145329335251.718,152486597416.2745,7157262164.556519,0.049248571543795805,0.0009548089847957683,0.0010957916083135025,0.01409826235177342
2190,CRI,Costa Rica,0.15695483519462908,0.162542427327558,0.558759213292892,False,2025,0.46931111812591497,142212887266.25003,145947415697.10577,3734528430.8557434,0.02626012664987234,0.0002590513199540314,0.0002836606931102132,0.0024609373156181773,510027714529.83167,537032452991.2739,27004738461.44226,0.05294759028210171,0.00015838226990812093,0.00018694837158979047,0.0028566101681669538,22321000283.42664,23722647209.591713,1401646926.1650734,0.06279498715860854,0.00014664824265060215,0.0001704745084467203,0.002382626579611815
2190,CYP,Cyprus,0.19459834046372806,0.200344829457622,0.5746488993893933,False,2025,0.46342241764068604,109408053671.14072,113016015827.49376,3607962156.3530426,0.03297711672303278,0.00019929488291766585,0.00021965583445968096,0.0020360951542015104,611311350534.2478,645540769075.5126,34229418541.26477,0.05599342873537422,0.0001898345453785141,0.0002247216064900439,0.0034887061111529786,21290625677.770473,22642174416.939144,1351548739.1686707,0.06348093097986414,0.00013987871515306084,0.0001627100685597996,0.0022831353406738753
2190,CZE,Czechia,0.2583132732973169,0.26408399182277903,0.5770718525462126,False,2025,0.488497912883758,882539783301.9573,901515687869.0591,18975904567.101807,0.021501472144524594,0.0016076116600339477,0.001752169188123138,0.014455752808919024,4087788315251.67,4262609412936.8604,174821097685.19043,0.04276667092396328,0.0012694078651594224,0.0014838728721759523,0.021446500701653,227971740239.8333,238075861543.3196,10104121303.486298,0.0443218150322336,0.0014977668856979562,0.0017108489247025045,0.021308203900454837
2190,DEU,Germany,0.20153145249731616,0.20312556628657,0.1594113789253837,False,2025,0.362648844718933,5942628971156.438,5973405307977.959,30776336821.520508,0.005178909363330388,0.010824939346692276,0.011609799884403544,0.0784860537711268,31459761027234.1,31841725361736.543,381964334502.4414,0.012141361600674028,0.009769407073993305,0.011084541859303059,0.1315134785309754,1197626648209.7886,1213351335842.226,15724687632.4375,0.013129874536394753,0.00786836795311103,0.00871932507040115,0.08509571172901198
2190,DNK,Denmark,0.21421563625027934,0.218499948975285,0.4284312725005651,False,2025,0.398817181587219,785299249798.3427,800696049490.0697,15396799691.72705,0.019606283459051823,0.0014304808173840513,0.0015562180069041592,0.012573718952010784,3798569279472.027,3935222869739.456,136653590267.4292,0.03597501591083868,0.0011795947705325054,0.0013699051207109215,0.01903103501784162,168223378442.419,174952045958.2925,6728667515.873505,0.039998409128233346,0.0011052221006262511,0.0012572316981735888,0.015200959754733762
2190,EGY,Egypt,0.11229200541518618,0.11705318644479,0.47611810296038226,False,2025,0.6,4512590492106.42,4778418777023.292,265828284916.87207,0.05890813389379518,0.008220018212580131,0.009287246202936115,0.10672279903559834,9789251203260.182,10764779441104.107,975528237843.9258,0.09965299874203237,0.0030399207378415233,0.003747367548885109,0.07074468110435857,506727835976.1318,559329144018.1929,52601308042.0611,0.10380583877089151,0.0033291853279182153,0.004019423298082564,0.06902379701643488
2190,ESP,Spain,0.2018667437774424,0.20608575872239102,0.42190149449486125,False,2025,0.40550738573074296,1627303563187.8455,1647825308404.2,20521745216.354492,0.012610889375890584,0.00296425411306415,0.0032026827393542914,0.023842862629014146,9535844872408.799,9717971426707.7,182126554298.9004,0.019099152380914766,0.0029612287986665537,0.0033829593039671237,0.042173050530057,328498471438.15985,339593328924.4375,11094857486.277649,0.03377445696384699,0.0021582242255327685,0.002440368703741106,0.02821444782083373
2190,EST,Estonia,0.23883288348834752,0.242245805393396,0.3412921905048466,False,2025,0.39328759908676103,89596966892.88908,90571013529.84084,974046636.9517517,0.010871424231538997,0.00016320751925967555,0.00017603214384342557,0.0012824624583750019,503668019472.91064,515715969711.68384,12047950238.773193,0.023920419349597363,0.00015640735185887893,0.0001795278110353148,0.002312045917643587,21398701954.83871,21940448117.83246,541746162.9937477,0.025316776883807533,0.00014058877276262256,0.0001576673579024502,0.001707858513982764
2190,FIN,Finland,0.2160788879597316,0.21834123391666999,0.22623459569383886,False,2025,0.417123079299927,342794939538.35565,346040875752.79535,3245936214.4396973,0.009469031890642908,0.0006244264023324403,0.0006725586348456983,0.004813223251325799,2130813900205.3308,2168487887992.8003,37673987787.46948,0.017680562241422924,0.0006616956934926662,0.0007548804121880975,0.009318471869543135,74070749333.67131,75554991797.47043,1484242463.799118,0.02003817265453809,0.0004866424032825024,0.0005429495272417127,0.005630712395921026
2190,FRA,France,0.2183198873935455,0.220193072027382,0.1873184633836511,False,2025,0.369021415710449,4445814485271.444,4507152662235.593,61338176964.14844,0.013796836815246322,0.008098380764354544,0.008760018408113851,0.06616376437593077,25853102111151.527,26317773699970.12,464671588818.59375,0.01797353318842776,0.008028334303960875,0.00916157842914937,0.11332441251884953,970609717797.0552,992443790794.0485,21834072996.993286,0.022495213675120626,0.006376874136784149,0.007131850248492017,0.0754976111707868
2190,GBR,United Kingdom,0.18734281467337913,0.18883593690632602,0.14931222329468974,False,2025,0.40487867593765303,6994853721072.963,7075380975493.012,80527254420.04883,0.01151235717445375,0.012741644756405627,0.013751579374947195,0.10099346185415675,33694389319557.035,34240877863223.992,546488543666.95703,0.016218977542049172,0.010463340935342937,0.011919719791009803,0.14563788556668666,1310435584334.3684,1336086195476.4177,25650611142.049316,0.01957411066113445,0.008609518978060258,0.009601316219220167,0.09917972411599088
2190,GRC,Greece,0.1658238817372449,0.16881202808615,0.29881463489050963,False,2025,0.45988798141479503,537732140591.0155,550039588847.9227,12307448256.907227,0.022887693198662525,0.0009795189696206112,0.0010690467540341144,0.008952778441350317,2796951472301.9014,2892116014875.741,95164542573.83984,0.03402438101491946,0.0008685557870407168,0.0010067853002517881,0.013822951321107132,89168830887.68011,92853298521.08994,3684467633.4098206,0.041320129430102014,0.0005858363058485464,0.000667257759354919,0.008142145350637257
2190,HKG,"China, Hong Kong SAR",0.16538902686608864,0.169391441316248,0.4002414450159364,False,2025,0.47343987226486195,167894172434.07645,170374633420.4019,2480460986.3254395,0.014773955226465,0.00030583168528327225,0.0003311369809022804,0.002530529561900816,1503039340206.0046,1537835893891.4468,34796553685.44214,0.023150793698236114,0.00046674871910143526,0.0005353417927240372,0.006859307362260193,27767853795.359188,28860004718.809273,1092150923.4500847,0.039331484942945596,0.0001824338922790938,0.0002073923316711379,0.0024958439392044098
2190,HRV,Croatia,0.2507343768038038,0.257348749663888,0.6614372860084206,False,2025,0.387384355068207,118344466362.17468,120668050076.32314,2323583714.1484528,0.01963407149969724,0.00021557322131418683,0.00023452818645274933,0.0018954965138562503,642810070064.9263,668394309537.961,25584239473.03479,0.03980062022122753,0.0001996160504935196,0.00023267723775723947,0.003306118726371986,29673026021.49859,31053771811.521183,1380745790.0225945,0.04653201830585872,0.00019495081156418185,0.00022315707173039414,0.0028206260166212297
2190,HUN,Hungary,0.2158582673730332,0.219445831776773,0.3587564403739779,False,2025,0.46341598033904996,738777057037.84,748526890851.15,9749833813.310059,0.013197261231152004,0.0013457371934169694,0.0014548229967369043,0.010908580331993496,3526224399631.2964,3629644076475.48,103419676844.1836,0.029328728158933164,0.0010950217188370837,0.0012635289464688003,0.016850722763171667,159471135507.13666,164261106170.1124,4789970662.975739,0.03003659971281372,0.0010477201504711182,0.0011804049979692965,0.01326848474981783
2190,IDN,Indonesia,0.2741019913604466,0.287670039932789,1.3568048572342395,False,2025,0.490695595741272,23409150022065.145,24545707980963.45,1136557958898.3047,0.048551867873331614,0.04264150267102459,0.04770658326154286,0.5065080590518273,150158524655004.6,164849422980779.62,14690898325775.031,0.0978359261289226,0.04662971698084679,0.05738634790526168,1.0756630924414896,6416494637103.499,7061064795062.333,644570157958.834,0.10045518533306257,0.042156160143365554,0.050741872920573194,0.8585712777207641
2190,IND,India,0.2975177759350861,0.316790977460161,1.927320152507489,False,2025,0.466519355773926,74881297813254.86,78832398410379.55,3951100597124.6875,0.05276485200588092,0.13640183679048443,0.1532171889842663,1.6815352193781885,369401972055072.7,413271689520932.2,43869717465859.5,0.11875875275327208,0.11471283064794431,0.14386555030288856,2.9152719654944246,22278517184532.414,24973392547952.977,2694875363420.5625,0.12096295911882177,0.1463691300787603,0.17946255243967538,3.3093422360915086
2190,IRL,Ireland,0.21690080514461454,0.222358029402053,0.5457224257438442,False,2025,0.6,1935938042531.2896,2013480417194.326,77542374663.03638,0.04005416132101402,0.003526454703982176,0.00391336323412892,0.038690853014674384,5549277893359.041,5899932510187.334,350654616828.29297,0.06318923354837394,0.0017232538626089755,0.0020538475265797556,0.033059366397078016,419906520135.12573,447713537806.95386,27807017671.828125,0.06622192401985051,0.0027587721192346383,0.0032173367756243836,0.04585646563897454
2190,ISL,Iceland,0.26163598374596975,0.26661230015681797,0.4976316410848225,False,2025,0.382582187652588,57395703109.02113,58788737518.904495,1393034409.8833618,0.02427070903264904,0.00010455052939221357,0.00011426070103423929,0.000971017164202572,426618964129.2345,441610249555.4921,14991285426.25763,0.03513975394145011,0.00013248080055203992,0.00015373059220520087,0.0021249791653160954,15016781245.720358,15673800533.23055,657019287.5101929,0.04375233791844955,9.865976219661331e-05,0.00011263428645998938,0.0013974524263376065
2190,ISR,Israel,0.22992885234885263,0.23804534083676698,0.8116488487914353,False,2025,0.50093686580658,5422512472796.65,5606487436379.123,183974963582.47266,0.03392799269811323,0.009877508575684032,0.010896665107229727,0.10191565315456949,23710985859422.344,25339056636791.812,1628070777369.4688,0.06866314150841185,0.007363128816708673,0.008820873579397396,0.14577447626887233,1246792069717.473,1334598212689.9204,87806142972.44751,0.07042565084035597,0.008191383166216488,0.009590623351267272,0.13992401850507832
2190,ITA,Italy,0.21721567853933324,0.218347372224523,0.11316936851897552,False,2025,0.488353967666626,1610203568596.9429,1617080701348.3215,6877132751.378662,0.004270971003604891,0.002933105204866493,0.0031429280907007587,0.020982288583426545,11753349427915.23,11792026098443.275,38676670528.04492,0.003290693496798832,0.0036498451130887472,0.00410496621678858,0.045512110369983275,349761460739.2408,353085321814.39465,3323861075.1538696,0.009503222762532784,0.00229792137059384,0.002537324192543052,0.02394028219492119
2190,JOR,Jordan,0.2674840570829466,0.223283039488531,-4.420101759441558,True,2024,0.506775557994843,408502967229.149,347170061628.1151,-61332905601.033875,-0.15014066119776626,0.0007441184473508924,0.0006747532995919945,-0.006936514775889795,3523290644579.8794,2547493397483.91,-975797247095.9692,-0.2769562166541967,0.0010941106805323786,0.0008868174346683258,-0.020729324586405286,109268031004.87476,77517186579.74617,-31750844425.128586,-0.29057762030792056,0.0007178873939916662,0.0005570501538720294,-0.016083724011963677
2190,JPN,Japan,0.2761506616359199,0.278136184893082,0.1985523257162114,False,2024,0.412512123584747,5851872007627.028,5882691682648.365,30819675021.336914,0.005266635186341762,0.010659618807539612,0.011433490562908356,0.07738717553687438,36206623874144.88,36636367178935.375,429743304790.4922,0.011869190186974916,0.01124348170017184,0.012753622517443844,0.15101408172720038,1615998326714.9226,1636189421514.0813,20191094799.15869,0.01249450229333102,0.010617056212978829,0.011757903108113425,0.11408468951345958
2190,KAZ,Kazakhstan,0.23246166013740122,0.24317581805313399,1.071415791573277,False,2024,0.6,6148446173867.23,6546830426734.964,398384252867.7334,0.06479429787659,0.011199850643807404,0.012724298321093874,0.15244476772864698,18085631552136.145,20085070255060.363,1999438702924.2188,0.11055398851626276,0.0056162504435466575,0.0069918887704745174,0.137563832692786,1429278004842.629,1592030844676.423,162752839833.7942,0.11387066706572185,0.009390309798300541,0.011440572937766213,0.20502631394656717
2190,KHM,Cambodia,0.29715577623013867,0.309107381550115,1.1951605319976355,False,2025,0.464970886707306,677130498664.8181,702666021845.9233,25535523181.105225,0.0377113765093387,0.0012334434159391495,0.0013656886614249481,0.01322452454857986,4316639784690.757,4653423956076.934,336784171386.17676,0.07801998503108916,0.001340474621276754,0.0016199207814348586,0.02794461601581047,201213238939.8449,217199254117.0293,15986015177.184387,0.07944812807254495,0.0013219644063386066,0.0015608264859085313,0.02388620795699247
2190,KOR,Republic of Korea,0.278120731685448,0.283299339709431,0.5178608023983011,False,2025,0.454076826572418,1978458859522.4226,1998445984543.1995,19987125020.776855,0.010102370804718942,0.0036039095252632775,0.003884142589378429,0.028023306411515153,12419516324681.816,12669033773639.092,249517448957.2754,0.02009075413519922,0.0038567143130199787,0.004410264631877602,0.05535503188576234,550250425619.9331,566158427866.0521,15908002246.119019,0.028910476949102686,0.0036151273200253423,0.004068499558279031,0.045337223825368894
2190,LAO,Lao People's Democratic Republic,0.27888489031351466,0.223283039488531,-5.560185082498364,True,2024,0.6,268347407041.25082,193632332168.7764,-74715074872.47443,-0.2784266697273848,0.000488814701231196,0.00037634021328293625,-0.011247448794825976,1416600524820.2888,837973077425.1654,-578627447395.1234,-0.40846197446420446,0.0004399063036817573,0.00029170993556932315,-0.014819636811243417,74838037178.61531,43234815669.897255,-31603221508.718056,-0.4222882200035647,0.0004916834593570258,0.0003106918837510776,-0.018099157560594815
2190,LTU,Lithuania,0.2229240625907989,0.229415611293443,0.6491548702644123,False,2025,0.42919749021530096,126327283363.73862,130459175475.02762,4131892111.2890015,0.03270783635386109,0.00023011451444843704,0.0002535580363727339,0.002344352192429686,647031880641.893,678830157673.6636,31798277031.77063,0.04914483811867957,0.00020092707717550784,0.0002363100998017231,0.003538302262621527,28161391223.503654,29929371490.44201,1767980266.9383545,0.06278028854848579,0.00018501942032540965,0.00021507696202173547,0.0030057541696325817
2190,LUX,Luxembourg,0.14739917745039963,0.14974577235541,0.23465949050103796,False,2025,0.5016680955886841,81337860035.80952,82059491363.48224,721631327.6727142,0.008872022540979211,0.0001481629436653257,0.00015948930705799764,0.0011326363392671944,334220123902.72754,338397815846.24,4177691943.512451,0.01249982165863938,0.00010378757931122439,0.00011780092668445178,0.0014013347373227395,11989133664.854055,12288061913.316744,298928248.46268845,0.024933265139831712,7.876821650145645e-05,8.830385984868299e-05,0.0009535643347226535
2190,LVA,Latvia,0.22959540020558616,0.234687826182146,0.5092425976559845,False,2025,0.37774294614791903,93248719443.44168,96380447273.21254,3131727829.770859,0.03358467385356805,0.0001698594573262663,0.00018732325163284123,0.001746379430657492,662148557173.4613,691609984220.5782,29461427047.116943,0.044493681558229255,0.0002056213584357796,0.00024075893291942017,0.003513757448364056,21409477059.275417,22619317657.01319,1209840597.737774,0.05650958191963983,0.0001406595648467566,0.00016254581644751907,0.0021886251600762483
2190,MAR,Morocco,0.2556015473335152,0.268054454719604,1.2452907386088785,False,2025,0.535323172807693,1322488497920.333,1380361195462.3127,57872697541.97974,0.043760454350254774,0.002409010868114135,0.002682844444878012,0.027383357676387693,6241938094305.71,6824678605284.709,582740510978.999,0.09335890586781238,0.0019383502030148692,0.00237576434119595,0.04374141381810806,338030106399.21344,370011967565.7509,31981861166.537476,0.09461246368619873,0.002220846755835024,0.002658961613047603,0.0438114857212579
2190,MEX,Mexico,0.2204445563175797,0.224057642595625,0.36130862780452966,False,2025,0.6,2405332999984.3203,2459434188999.3633,54101189015.04297,0.022492182585694222,0.004381492426972219,0.004780110722606986,0.03986182956347674,12578801855058.59,13036347363135.484,457545508076.89453,0.036374331462490736,0.0039061782992816834,0.004538131536450438,0.06319532371687545,530242565977.5764,551055026506.2802,20812460528.703735,0.03925082945827454,0.0034836763358178785,0.003959964246012549,0.04762879101946702
2190,MLT,Malta,0.17154534066438287,0.177892518268965,0.6347177604582116,False,2025,0.5405064821243291,46717678467.16141,48734792051.90142,2017113584.7400131,0.04317666568465884,8.509971567800597e-05,9.472003889890466e-05,0.0009620323220898687,150296343867.51297,160530848170.0433,10234504302.530334,0.06809549746301284,4.667251488984698e-05,5.588299270957677e-05,0.0009210477819729789,8014200067.698308,8669554885.427084,655354817.728776,0.081774202314991,5.265303262645139e-05,6.230072447173913e-05,0.0009647691845287742
2190,MMR,Myanmar,0.28595886947164084,0.223283039488531,-6.267582998310983,True,2024,0.464970886707306,204077863742.4205,167321555423.70483,-36756308318.71567,-0.18010923695824313,0.0003717429622035338,0.0003252030750737595,-0.004653988712977433,921118484327.4965,599608369459.9884,-321510114867.50806,-0.34904316907964433,0.0002860409978634283,0.00020873190742529612,-0.007730909043813221,58357875199.97013,37360065466.953514,-20997809733.016617,-0.3598110736736927,0.00038340933355272426,0.0002684750457967884,-0.011493428775593586
2190,MYS,Malaysia,0.20375990177515943,0.213336617158592,0.9576715383432577,False,2025,0.6,4676066271168.381,4956689081828.64,280622810660.2588,0.06001258202658904,0.008517801466690076,0.009633729064455237,0.11159275977651612,14918062363188.145,16504387024100.342,1586324660912.1973,0.10633583787842427,0.0046326042926721125,0.005745403766675832,0.11127994740037193,952794804107.4053,1057443281024.2494,104648476916.84412,0.10983317338183915,0.006259830735843954,0.00759894635494175,0.13391156190977957
2190,NGA,Nigeria,0.30704124547710465,0.223283039488531,-8.375820598857365,True,2024,0.6,123372730523904.05,76576179778446.34,-46796550745457.7,-0.3793103268991088,0.22473257735577304,0.14883204425329977,-7.5900533102473275,904786123902488.9,414966524129782.5,-489819599772706.4,-0.5413650660998593,0.28096920226609523,0.14445554550424694,-13.65136567618483,37880516837970.7,17098162173351.686,-20782354664619.016,-0.548629121231714,0.2488737580954032,0.12286996329254106,-12.600379480286216
2190,NLD,Netherlands,0.19556185909109577,0.19797313681368903,0.24112777225932525,False,2025,0.44134414196014404,1355752617334.9453,1386393742808.118,30641125473.172607,0.022600823396089056,0.002469603928329071,0.002694569192131383,0.022496526380231176,6273510122361.297,6451846292333.386,178336169972.08887,0.028426856176804034,0.001948154473109596,0.002245976293203555,0.029782182009395888,265133502313.64087,274468718122.59393,9335215808.953064,0.035209491548563066,0.0017419184484740245,0.0019723734620574803,0.023045501358345582
2190,NOR,Norway,0.23038959210277993,0.233787838586296,0.3398246483516082,False,2025,0.6,840397397892.8925,846372886139.6809,5975488246.788452,0.007110312647053222,0.0015308461799421827,0.001644994660339398,0.01141484803972154,4497650240701.874,4600970093351.049,103319852649.1748,0.02297196249592129,0.0013966849919750857,0.0016016608715065514,0.02049758795314657,193618813704.78113,197871687688.6412,4252873983.860077,0.021965189758597608,0.0012720692806488128,0.0014219356885518774,0.014986640790306465
